,propertyType,prices,zipcodes,home_type,tax_year,tax_value,year_built,property_size,home_size,bathrooms,bedrooms,zestimate_amount
0,House,107.0,78702,SingleFamily,2015.0,192439.0,1961.0,6294.0,730.0,1.0,2.0,281162.0
2,House,100.0,78746,SingleFamily,2015.0,491696.0,1981.0,9409.0,1991.0,2.0,,640646.0
3,House,65.0,78736,SingleFamily,,,2008.0,13068.0,3026.0,3.0,4.0,399599.0
4,House,44.0,78754,SingleFamily,2015.0,187606.0,2010.0,5872.0,1764.0,3.0,3.0,216260.0
5,House,97.0,78704,SingleFamily,2015.0,717736.0,2010.0,6595.0,2147.0,2.0,3.0,749497.0
6,House,200.0,78741,Condominium,,,2012.0,,1201.0,2.0,2.0,251129.0
8,House,189.0,78705,SingleFamily,2015.0,626173.0,1922.0,7013.0,1647.0,1.0,,643281.0
9,House,980.0,78704,SingleFamily,2015.0,353371.0,1947.0,7884.0,929.0,2.0,3.0,437977.0
10,House,1500.0,78704,SingleFamily,2015.0,444871.0,1939.0,6517.0,956.0,1.0,,489823.0
11,House,150.0,78704,MultiFamily2To4,2015.0,650000.0,2010.0,1060687680.0,1100.0,1.7,,
12,House,150.0,78704,Duplex,2015.0,347561.0,1966.0,10672.0,1302.0,2.0,,463245.0
13,House,149.0,78704,SingleFamily,2015.0,438041.0,1996.0,6738.0,1531.0,1.0,0.0,520991.0
14,House,1099.0,78704,SingleFamily,2015.0,562722.0,1955.0,8525.0,2080.0,3.0,,679635.0
15,House,199.0,78704,SingleFamily,2015.0,398641.0,1933.0,6233.0,837.0,1.0,,448449.0
16,House,1000.0,78704,SingleFamily,2015.0,1476073.0,1999.0,23357.0,3992.0,3.0,,1338043.0
17,House,230.0,78705,Duplex,2015.0,418705.0,1925.0,4635.0,1316.0,2.0,,430944.0
19,House,300.0,78705,Apartment,,,,,,1.0,1.0,
20,House,950.0,78705,SingleFamily,2015.0,747301.0,1935.0,8712.0,2615.0,2.0,4.0,705376.0
21,House,110.0,78741,Condominium,2015.0,226585.0,2012.0,3776.0,1408.0,2.5,2.0,286308.0
23,House,700.0,78704,SingleFamily,2015.0,462659.0,1950.0,6461.0,1057.0,1.0,,506787.0
24,House,400.0,78741,SingleFamily,2015.0,130730.0,1976.0,13503.0,1789.0,3.0,5.0,260571.0
25,House,495.0,78704,SingleFamily,2015.0,511537.0,1943.0,9300.0,1008.0,1.0,3.0,520676.0
26,House,1400.0,78704,SingleFamily,2015.0,525727.0,1954.0,9147.0,1642.0,1.0,3.0,599688.0
27,House,375.0,78704,SingleFamily,2015.0,435766.0,1954.0,8324.0,1170.0,2.0,,490509.0
28,House,450.0,78704,SingleFamily,2015.0,542360.0,1948.0,7501.0,1844.0,2.0,,677131.0
29,House,300.0,78705,SingleFamily,2015.0,535808.0,1939.0,8220.0,2006.0,3.0,,580665.0
30,House,249.0,78704,SingleFamily,2015.0,398166.0,1952.0,7910.0,1020.0,1.0,,474652.0
31,House,650.0,78704,SingleFamily,2015.0,412213.0,1955.0,8194.0,1295.0,2.0,,503002.0
32,House,999.0,78705,Duplex,2015.0,676000.0,1940.0,8390.0,3668.0,4.0,,793062.0
33,House,300.0,78704,SingleFamily,2015.0,511537.0,1943.0,9300.0,1008.0,1.0,3.0,520676.0
34,House,350.0,78705,MultiFamily2To4,,,1966.0,,576.0,1.0,1.0,422186.0
36,Townhouse,595.0,78704,SingleFamily,2015.0,810493.0,2011.0,6233.0,2457.0,3.0,3.0,840078.0
37,House,288.0,78704,Condominium,2015.0,259778.0,2005.0,5009.0,2960.0,3.0,3.0,504619.0
38,House,60.0,78705,Apartment,,,,,400.0,1.0,0.0,
39,House,190.0,78704,SingleFamily,2015.0,367722.0,1952.0,7640.0,847.0,1.0,,457785.0
40,House,400.0,78704,SingleFamily,2015.0,653886.0,1937.0,10724.0,1748.0,1.0,,674593.0
42,House,500.0,78704,SingleFamily,2013.0,181842.0,1933.0,6739.0,1398.0,1.0,,391987.0
43,House,695.0,78704,SingleFamily,2015.0,561029.0,1950.0,7275.0,1840.0,3.0,,684534.0
44,Townhouse,795.0,78704,SingleFamily,2015.0,789261.0,1953.0,18378.0,1143.0,1.0,,683778.0
45,House,130.0,78741,MultiFamily2To4,2015.0,135408.0,1968.0,10280.0,1902.0,2.0,0.0,270944.0
46,House,120.0,78741,SingleFamily,2015.0,228201.0,1962.0,12349.0,1025.0,1.0,,269307.0
47,House,100.0,78741,MultiFamily2To4,2015.0,147105.0,1967.0,7230.0,2016.0,1.0,2.0,276162.0
48,House,250.0,78741,Condominium,,,,,900.0,1.0,2.0,186156.0
49,House,210.0,78741,Duplex,2015.0,158897.0,1972.0,7231.0,1806.0,2.0,,243631.0
50,House,500.0,78741,Condominium,,,2010.0,3777.0,1408.0,3.0,3.0,235411.0
52,House,225.0,78731,SingleFamily,2015.0,706306.0,1987.0,24219.0,3354.0,4.0,4.0,846143.0
53,House,174.0,78704,SingleFamily,2015.0,889554.0,2011.0,8817.0,3753.0,3.0,4.0,1250265.0
54,House,600.0,78746,SingleFamily,2015.0,793315.0,1979.0,16113.0,2841.0,2.0,,1040675.0
58,House,400.0,78745,Condominium,2015.0,270451.0,2007.0,7013.0,1550.0,2.0,3.0,290440.0
59,House,189.0,78729,SingleFamily,2015.0,265400.0,1993.0,,2180.0,2.5,,264745.0
61,House,250.0,78757,SingleFamily,2015.0,428956.0,1967.0,9322.0,1784.0,2.0,,489425.0
62,House,75.0,78759,SingleFamily,2015.0,408593.0,1996.0,5589.0,1575.0,2.0,,444680.0
63,House,135.0,78729,Condominium,2015.0,8231.0,,168142.0,,,,180149.0
65,House,50.0,78748,SingleFamily,2015.0,173854.0,1997.0,5554.0,1851.0,2.0,,225884.0
67,House,55.0,78735,SingleFamily,2015.0,253756.0,1961.0,9749.0,1620.0,2.0,,323395.0
68,House,345.0,78725,SingleFamily,2015.0,262209.0,2014.0,6639.0,1657.0,2.0,3.0,294554.0
70,House,65.0,78748,SingleFamily,2015.0,500.0,,505448.0,,,,
71,House,30.0,78724,SingleFamily,2015.0,147818.0,2007.0,4791.0,1422.0,3.0,3.0,166103.0
73,House,35.0,78758,SingleFamily,2015.0,182748.0,1973.0,8359.0,1455.0,2.0,,235824.0
76,House,450.0,78746,SingleFamily,2015.0,1240660.0,1994.0,16944.0,4700.0,5.0,5.0,1546822.0
78,House,49.0,78703,SingleFamily,2015.0,560000.0,1945.0,10149.0,1279.0,1.0,2.0,615850.0
79,House,39.0,78748,SingleFamily,2015.0,476126.0,1939.0,254826.0,,,,478255.0
80,House,500.0,78741,SingleFamily,2015.0,234629.0,1967.0,12719.0,1946.0,2.0,4.0,310912.0
81,House,495.0,78741,Duplex,2015.0,167393.0,1977.0,7305.0,1800.0,2.0,,267194.0
82,House,299.0,78741,Duplex,2015.0,150983.0,1978.0,11134.0,1768.0,2.0,,247125.0
83,House,200.0,78704,SingleFamily,2015.0,737874.0,1984.0,7061.0,2261.0,3.0,3.0,888525.0
84,House,172.0,78704,Apartment,,,,,1144.0,2.0,2.0,
85,House,499.0,78704,SingleFamily,2015.0,729861.0,2005.0,7405.0,1996.0,3.0,2.0,766474.0
86,House,225.0,78704,SingleFamily,2015.0,461210.0,1948.0,6970.0,1800.0,2.0,,575508.0
87,House,595.0,78705,SingleFamily,2015.0,411160.0,1935.0,6075.0,1050.0,1.0,2.0,394470.0
88,House,773.0,78704,Condominium,2015.0,284477.0,1982.0,2395.0,903.0,2.0,2.0,
90,House,745.0,78704,Duplex,2015.0,433263.0,1972.0,9675.0,2580.0,4.0,,649167.0
91,House,600.0,78704,SingleFamily,2015.0,285000.0,2016.0,6098.0,2600.0,3.0,4.0,913191.0
92,House,125.0,78704,SingleFamily,2014.0,701246.0,1950.0,14984.0,1517.0,2.0,3.0,718027.0
95,House,55.0,78704,SingleFamily,2015.0,330081.0,1962.0,7349.0,1248.0,2.0,,411882.0
97,House,60.0,78749,SingleFamily,2015.0,235403.0,1990.0,9405.0,1387.0,2.0,,292788.0
98,House,164.0,78704,SingleFamily,2015.0,482278.0,1931.0,7218.0,1500.0,2.0,3.0,582027.0
99,House,55.0,78704,SingleFamily,2015.0,431059.0,1928.0,3772.0,1235.0,2.0,,537378.0
100,House,35.0,78741,MultiFamily2To4,2015.0,176709.0,1973.0,8799.0,2193.0,2.0,0.0,273858.0
101,House,46.0,78705,Condominium,,,1966.0,1960.0,1500.0,2.0,3.0,365945.0
102,House,125.0,78703,SingleFamily,2015.0,413300.0,1930.0,5349.0,1366.0,1.0,,518961.0
103,House,78.0,78741,SingleFamily,2015.0,373002.0,1963.0,11029.0,3187.0,3.0,4.0,477541.0
104,House,150.0,78702,SingleFamily,2015.0,310030.0,1905.0,9592.0,1040.0,1.0,,355467.0
105,House,129.0,78704,Condominium,2015.0,218300.0,1967.0,2897.0,1144.0,,,283995.0
106,House,75.0,78702,SingleFamily,2015.0,647319.0,1980.0,5702.0,2381.0,4.0,5.0,624920.0
108,House,110.0,78751,SingleFamily,2015.0,282797.0,1948.0,5967.0,1054.0,1.0,2.0,334661.0
109,House,135.0,78751,SingleFamily,2015.0,425988.0,1945.0,7841.0,1901.0,3.0,3.0,517130.0
110,House,60.0,78751,SingleFamily,,,2008.0,,1600.0,2.5,3.0,442666.0
111,House,60.0,78751,SingleFamily,2015.0,355458.0,1941.0,6882.0,899.0,1.0,2.0,410916.0
112,House,139.0,78751,SingleFamily,2015.0,415348.0,2006.0,5140.0,2460.0,3.0,6.0,559696.0
113,House,120.0,78751,SingleFamily,2015.0,382520.0,1949.0,14227.0,1118.0,1.0,,415870.0
116,House,62.0,78723,SingleFamily,2015.0,253774.0,1961.0,8407.0,1042.0,2.0,2.0,275647.0
117,House,275.0,78704,SingleFamily,2015.0,402069.0,1937.0,10132.0,728.0,1.0,,459529.0
118,House,58.0,78704,SingleFamily,2015.0,280000.0,1930.0,2980.0,,,,
119,House,49.0,78741,Condominium,2015.0,233920.0,2013.0,3816.0,1249.0,2.0,2.0,271969.0
120,House,100.0,78748,SingleFamily,2015.0,166930.0,1998.0,7558.0,2102.0,3.0,,241194.0
122,House,300.0,78705,Townhouse,2015.0,634227.0,1924.0,8141.0,1304.0,1.5,2.0,611305.0
123,House,91.0,78704,SingleFamily,2015.0,510689.0,1949.0,6547.0,1094.0,1.0,,511305.0
124,House,250.0,78704,MultiFamily2To4,2015.0,2800000.0,1982.0,87120.0,37930.0,,,2999622.0
125,House,800.0,78705,SingleFamily,2015.0,565000.0,1927.0,8999.0,2290.0,2.0,,642269.0
126,House,600.0,78704,SingleFamily,2015.0,789592.0,1949.0,5750.0,2234.0,2.5,3.0,859962.0
127,House,450.0,78704,SingleFamily,2015.0,528998.0,1953.0,10215.0,1220.0,1.0,,563494.0
128,House,100.0,78704,SingleFamily,2015.0,536879.0,1928.0,9701.0,2327.0,2.0,,646997.0
129,House,300.0,78704,SingleFamily,2015.0,458953.0,1954.0,9561.0,1441.0,2.0,,545635.0
130,House,595.0,78704,SingleFamily,2015.0,1242000.0,2010.0,17511.0,3412.0,3.5,3.0,1485653.0
131,House,750.0,78704,MultiFamily2To4,2015.0,2800000.0,1982.0,87120.0,37930.0,,,2999622.0
132,House,125.0,78705,SingleFamily,2015.0,929209.0,1910.0,9309.0,3613.0,4.0,4.0,958383.0
134,House,125.0,78705,Apartment,2015.0,1576740.0,1961.0,12759.0,800.0,1.0,1.0,
135,House,300.0,78704,SingleFamily,2015.0,426162.0,1947.0,6652.0,1140.0,1.0,,461154.0
138,House,350.0,78704,SingleFamily,2015.0,905141.0,1941.0,10149.0,836.0,2.0,2.0,690383.0
139,House,329.0,78704,SingleFamily,2015.0,504059.0,1946.0,6294.0,1638.0,2.0,,614524.0
140,House,750.0,78704,SingleFamily,2015.0,974700.0,1933.0,13939.0,2395.0,2.0,3.0,1168242.0
141,House,459.0,78704,SingleFamily,2015.0,608794.0,1993.0,6050.0,1848.0,2.0,,704337.0
143,Townhouse,129.0,78703,SingleFamily,2015.0,446976.0,1929.0,5881.0,832.0,1.0,,495176.0
144,House,225.0,78703,SingleFamily,2015.0,690834.0,1929.0,8933.0,2187.0,2.0,3.0,744331.0
145,House,632.0,78703,SingleFamily,2015.0,498863.0,1920.0,4661.0,1952.0,2.0,,673047.0
146,House,200.0,78703,SingleFamily,2015.0,481400.0,1925.0,4426.0,1092.0,1.0,,514102.0
148,House,285.0,78703,SingleFamily,2015.0,644013.0,1920.0,5471.0,1989.0,1.0,,698754.0
150,House,1400.0,78703,SingleFamily,,,,,1100.0,1.0,2.0,355903.0
151,House,125.0,78741,Condominium,2015.0,233039.0,2014.0,3816.0,1445.0,,,276858.0
152,House,60.0,78741,SingleFamily,2015.0,198507.0,1967.0,12759.0,1388.0,2.0,,261017.0
153,House,999.0,78704,SingleFamily,2015.0,492183.0,1946.0,8947.0,1655.0,2.0,,563793.0
155,House,129.0,78701,SingleFamily,2015.0,1021140.0,1973.0,11347.0,,,,
158,House,250.0,78751,SingleFamily,2015.0,410000.0,1925.0,6446.0,1140.0,1.0,3.0,440453.0
159,House,250.0,78751,SingleFamily,2015.0,404557.0,1907.0,6534.0,1100.0,2.0,2.0,461869.0
160,House,150.0,78704,Duplex,2015.0,295422.0,1982.0,8002.0,1560.0,2.0,,401349.0
161,Townhouse,250.0,78704,MultiFamily2To4,2015.0,991440.0,1977.0,9588.0,5508.0,,,2030137.0
162,House,150.0,78751,Townhouse,2015.0,402825.0,1964.0,7318.0,1948.0,2.0,,574762.0
164,Townhouse,150.0,78704,Duplex,2015.0,341405.0,1970.0,8751.0,1962.0,3.0,,433977.0
167,House,800.0,78704,SingleFamily,2015.0,604261.0,1977.0,11678.0,2534.0,2.0,,703774.0
168,House,499.0,78704,SingleFamily,2015.0,485000.0,1982.0,31960.0,1353.0,1.0,,585758.0
169,House,300.0,78751,SingleFamily,2015.0,321228.0,1949.0,9243.0,810.0,1.0,,356626.0
170,House,1250.0,78704,SingleFamily,2015.0,390075.0,1971.0,10298.0,1650.0,3.0,,519270.0
171,House,2100.0,78704,SingleFamily,2015.0,612034.0,1975.0,9631.0,2493.0,4.0,,675889.0
172,House,425.0,78704,SingleFamily,2015.0,579057.0,1974.0,19763.0,1769.0,2.0,,632730.0
173,House,1550.0,78704,SingleFamily,2015.0,545342.0,1966.0,14174.0,2364.0,3.0,,687360.0
174,House,450.0,78704,Duplex,2015.0,342182.0,1965.0,10293.0,2097.0,2.0,,526810.0
179,House,75.0,78704,SingleFamily,2015.0,344173.0,1960.0,10136.0,1208.0,2.0,2.0,407488.0
180,House,231.0,78704,SingleFamily,2015.0,297697.0,1940.0,5968.0,1180.0,2.0,,396858.0
181,House,92.0,78704,SingleFamily,2015.0,415090.0,1940.0,6743.0,1352.0,1.0,,490610.0
182,House,600.0,78722,SingleFamily,2015.0,289494.0,1960.0,6334.0,1134.0,2.0,3.0,350891.0
184,House,110.0,78722,SingleFamily,2015.0,345797.0,1940.0,7327.0,1268.0,1.0,,400342.0
185,House,250.0,78722,SingleFamily,2015.0,253513.0,1956.0,7401.0,728.0,1.0,,319836.0
186,House,102.0,78704,SingleFamily,2015.0,427000.0,1950.0,10210.0,800.0,1.0,2.0,479062.0
187,House,600.0,78722,Apartment,,,,,850.0,1.0,2.0,
188,House,160.0,78741,SingleFamily,2015.0,325135.0,1964.0,10045.0,1454.0,2.0,3.0,393902.0
190,House,125.0,78748,SingleFamily,2015.0,152002.0,2000.0,4400.0,1160.0,2.0,,191507.0
192,House,350.0,78722,SingleFamily,2015.0,583293.0,1992.0,10720.0,2067.0,2.0,,585900.0
193,House,1000.0,78722,SingleFamily,2015.0,370869.0,1953.0,10489.0,1475.0,2.0,,408325.0
196,House,795.0,78722,SingleFamily,2015.0,303378.0,1948.0,6181.0,1013.0,1.0,,356991.0
197,House,400.0,78704,SingleFamily,2015.0,368000.0,1951.0,6882.0,810.0,1.0,2.0,446317.0
198,House,179.0,78704,SingleFamily,2015.0,598857.0,2002.0,9906.0,2096.0,2.0,,731628.0
200,House,100.0,78741,SingleFamily,2015.0,518179.0,1972.0,7501.0,3740.0,2.0,,617836.0
202,House,379.0,78722,SingleFamily,2015.0,293319.0,1953.0,9392.0,899.0,1.0,,351853.0
204,House,700.0,78704,SingleFamily,2015.0,347040.0,1957.0,7498.0,1543.0,3.0,4.0,463087.0
205,House,425.0,78741,SingleFamily,2015.0,349527.0,1983.0,8965.0,1970.0,3.0,,322524.0
206,House,500.0,78704,SingleFamily,2015.0,475037.0,1948.0,6978.0,952.0,1.0,,497669.0
207,House,745.0,78722,MultiFamily2To4,2015.0,484700.0,2007.0,8712.0,1641.0,2.0,0.0,501529.0
209,Townhouse,850.0,78704,MultiFamily2To4,2015.0,19697100.0,1984.0,418394.0,672.0,1.0,1.0,1185444.0
212,House,399.0,78704,SingleFamily,2015.0,482743.0,1937.0,7405.0,609.0,1.0,,399031.0
213,House,300.0,78704,SingleFamily,2015.0,614770.0,1938.0,6210.0,1410.0,2.25,2.0,694174.0
214,House,70.0,78704,SingleFamily,2015.0,772503.0,1927.0,10550.0,2504.0,3.0,,993147.0
215,House,3725.0,78704,SingleFamily,2015.0,455021.0,1950.0,7575.0,1150.0,1.0,,501796.0
216,House,1500.0,78704,SingleFamily,2015.0,444085.0,1948.0,5484.0,1161.0,1.0,,497103.0
217,House,95.0,78704,Duplex,2015.0,555813.0,1972.0,14545.0,1796.0,2.0,,693787.0
218,House,180.0,78704,SingleFamily,2015.0,485857.0,1996.0,8046.0,1368.0,1.0,,552707.0
222,House,339.0,78701,Condominium,2015.0,265504.0,2008.0,2505.0,1593.0,3.0,2.0,278915.0
224,House,750.0,78704,SingleFamily,2015.0,8415785.0,1983.0,240451.0,,,,
225,House,1264.0,78704,SingleFamily,2015.0,582255.0,1942.0,6577.0,1518.0,2.0,2.0,634894.0
227,House,199.0,78704,SingleFamily,2015.0,742119.0,1973.0,21754.0,2957.0,2.0,4.0,855908.0
228,House,165.0,78704,SingleFamily,2015.0,16313220.0,1945.0,815661.0,,,,
229,House,350.0,78702,SingleFamily,2015.0,344409.0,1900.0,7396.0,1612.0,3.0,,439175.0
231,House,238.0,78704,SingleFamily,2015.0,573674.0,1975.0,9919.0,2357.0,3.0,,677896.0
232,House,250.0,78704,SingleFamily,2015.0,514086.0,1960.0,15581.0,1861.0,2.0,,611128.0
233,House,55.0,78702,SingleFamily,2015.0,283384.0,1926.0,2395.0,624.0,1.0,2.0,322586.0
234,House,60.0,78702,SingleFamily,2015.0,296308.0,1945.0,4417.0,936.0,1.0,,356413.0
235,House,350.0,78702,Duplex,2015.0,378829.0,1975.0,7523.0,1776.0,2.0,,532212.0
236,House,413.0,78702,SingleFamily,2015.0,229307.0,1988.0,3128.0,930.0,1.0,,308037.0
237,House,99.0,78702,SingleFamily,2015.0,233370.0,1907.0,6751.0,896.0,4.0,5.0,332526.0
239,House,77.0,78702,SingleFamily,2015.0,276054.0,1935.0,6059.0,1140.0,2.0,3.0,336258.0
240,House,100.0,78702,SingleFamily,2015.0,478842.0,2004.0,8276.0,1902.0,2.0,,519638.0
242,House,200.0,78702,SingleFamily,2009.0,1380226.0,1994.0,862641.0,,,,
245,House,75.0,78704,SingleFamily,2015.0,279591.0,1958.0,7867.0,1025.0,1.0,,342853.0
247,House,300.0,78704,SingleFamily,2015.0,344405.0,1962.0,5532.0,1125.0,1.0,3.0,411012.0
248,House,49.0,78702,SingleFamily,2015.0,252040.0,1935.0,3484.0,1350.0,2.0,3.0,
249,House,75.0,78702,SingleFamily,2015.0,330378.0,1967.0,8581.0,1350.0,2.0,,373065.0
250,House,75.0,78702,SingleFamily,2015.0,482568.0,1912.0,5793.0,1800.0,2.0,3.0,539387.0
251,House,661.0,78703,MultiFamily2To4,2015.0,561664.0,1940.0,9496.0,2360.0,4.0,3.0,720319.0
252,House,275.0,78704,SingleFamily,2015.0,526865.0,1950.0,9759.0,1400.0,2.0,2.0,595852.0
253,House,1800.0,78704,SingleFamily,2014.0,744324.0,1933.0,16501.0,1874.0,2.0,,775759.0
254,House,490.0,78704,SingleFamily,2015.0,583700.0,2004.0,6229.0,2423.0,3.0,3.0,656450.0
255,House,725.0,78704,SingleFamily,2015.0,368918.0,1956.0,9045.0,1702.0,2.5,4.0,448999.0
256,House,225.0,78704,SingleFamily,2015.0,394595.0,1926.0,,850.0,1.0,2.0,463999.0
257,House,109.0,78704,Unknown,,,,,,,,
258,House,1400.0,78704,Duplex,2015.0,423204.0,1964.0,11853.0,1750.0,2.0,,420518.0
259,House,545.0,78704,SingleFamily,2015.0,666767.0,2004.0,5749.0,2169.0,3.0,3.0,655043.0
260,House,2000.0,78704,SingleFamily,2015.0,462659.0,1933.0,4722.0,1480.0,1.0,,561426.0
261,House,400.0,78704,MultiFamily2To4,2015.0,560647.0,1939.0,5837.0,1776.0,3.0,0.0,662328.0
262,House,250.0,78722,MultiFamily2To4,2015.0,380500.0,1960.0,7535.0,2650.0,2.0,4.0,600996.0
263,House,225.0,78704,SingleFamily,2015.0,614253.0,1932.0,6359.0,1405.0,2.0,3.0,657959.0
264,House,49.0,78722,SingleFamily,2015.0,271068.0,1948.0,7880.0,941.0,1.0,2.0,330185.0
265,House,650.0,78704,Unknown,,,1982.0,569242048.0,1988.0,,,951593.0
266,House,119.0,78751,SingleFamily,2015.0,404963.0,1935.0,6303.0,1138.0,1.0,,463249.0
267,House,300.0,78704,SingleFamily,2015.0,219179.0,1940.0,6141.0,1027.0,2.0,2.0,349504.0
268,House,99.0,78704,MultiFamily2To4,2015.0,3192000.0,1984.0,84511.0,39900.0,,,3748215.0
269,House,275.0,78702,SingleFamily,2015.0,296578.0,1930.0,5345.0,1008.0,1.0,,367747.0
271,House,500.0,78702,SingleFamily,2015.0,148094.0,2016.0,3376.0,1753.0,3.0,3.0,454463.0
272,House,175.0,78702,SingleFamily,2015.0,241415.0,1965.0,7963.0,846.0,1.0,,304009.0
273,House,185.0,78702,SingleFamily,2015.0,227699.0,2016.0,6534.0,2285.0,3.0,4.0,744281.0
274,House,250.0,78702,SingleFamily,2015.0,565284.0,2015.0,6969.0,2225.0,4.0,4.0,536447.0
275,House,75.0,78702,MultiFamily2To4,2015.0,310144.0,1935.0,7579.0,2200.0,2.0,0.0,450638.0
276,House,100.0,78751,SingleFamily,2015.0,486681.0,2008.0,5183.0,2300.0,3.0,4.0,527364.0
279,House,179.0,78702,Duplex,2015.0,193978.0,1938.0,4596.0,952.0,2.0,,281677.0
281,House,800.0,78704,Apartment,2015.0,5000000.0,1979.0,154651.0,825.0,2.0,2.0,
282,House,295.0,78702,SingleFamily,2015.0,345445.0,1999.0,6486.0,1134.0,2.0,,349158.0
284,House,39.0,78702,MultiFamily2To4,2015.0,493805.0,2007.0,6011.0,1756.0,2.5,3.0,471955.0
285,House,165.0,78704,MultiFamily2To4,2014.0,405360.0,2014.0,7013.0,1200.0,3.0,2.0,338780.0
287,House,75.0,78702,SingleFamily,2015.0,384609.0,1925.0,6743.0,1622.0,2.0,,489020.0
288,House,60.0,78702,SingleFamily,2015.0,309409.0,2013.0,3354.0,2210.0,2.0,4.0,487307.0
289,House,1900.0,78703,SingleFamily,2012.0,280340.0,1971.0,10298.0,638.0,,,413328.0
291,House,1099.0,78703,Condominium,2015.0,221782.0,1983.0,1306.0,1000.0,2.0,2.0,268957.0
293,House,550.0,78702,SingleFamily,2015.0,517534.0,1930.0,7000.0,1640.0,2.0,,624412.0
294,Townhouse,440.0,78704,SingleFamily,2015.0,363526.0,2001.0,10149.0,1552.0,2.0,4.0,453732.0
295,House,105.0,78702,SingleFamily,2015.0,262445.0,1949.0,7758.0,892.0,1.0,,312703.0
299,House,50.0,78751,SingleFamily,2015.0,314012.0,1952.0,6364.0,960.0,1.0,,336032.0
301,House,35.0,78751,SingleFamily,2015.0,270790.0,1945.0,6500.0,902.0,1.0,2.0,330688.0
303,House,200.0,78703,SingleFamily,2015.0,501855.0,1920.0,6869.0,1500.0,1.5,2.0,625285.0
305,House,299.0,78703,SingleFamily,2015.0,1012142.0,1917.0,14092.0,2801.0,4.0,,1264739.0
306,House,399.0,78704,SingleFamily,2015.0,379452.0,2011.0,4199.0,1523.0,3.0,3.0,
307,House,295.0,78751,SingleFamily,2015.0,400610.0,1942.0,6054.0,850.0,1.0,2.0,404307.0
308,House,575.0,78751,SingleFamily,2015.0,304014.0,1949.0,5998.0,936.0,1.0,,351635.0
